,VC0175,VC0176,VC0177,VC0178,VC0179,VC0180,VC0181,VC0182,VC0183,VC0184,VC0185
371,Pluralibacter gergoviae[gi|68926xxxx],Vibrio nigripulchritudo MADA3021[gi|54900xxxx],Vibrio parahaemolyticus[gi|91816xxxx],Elizabethkingia meningoseptica ATCC 13253 = NBRC 12535[gi|50715xxxx],Pseudomonas aeruginosa BL24[gi|55258xxxx],Janthinobacterium sp. KBS0711[gi|81749xxxx],Enterococcus faecium[gi|49842xxxx],,Enterobacter cloacae[gi|76860xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|79424xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82936xxxx]
372,Pluralibacter gergoviae[gi|77108xxxx],Vibrio nigripulchritudo MADA3029[gi|54900xxxx],Vibrio parahaemolyticus[gi|91818xxxx],Achromobacter sp. 2789STDY5608607[gi|92861xxxx],Pseudomonas fluorescens[gi|92196xxxx],Pseudomonas syringae group[gi|67163xxxx],Enterococcus faecium EnGen0171[gi|48666xxxx],,Enterobacter cloacae[gi|76860xxxx],Enterobacter hormaechei subsp. oharae[gi|79426xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82937xxxx]
373,Pluralibacter gergoviae[gi|84669xxxx],Vibrio nigripulchritudo MADA3020[gi|54909xxxx],Vibrio parahaemolyticus[gi|91819xxxx],Gallaecimonas xiamenensis[gi|49575xxxx],Phaeobacter inhibens DSM 17395[gi|39865xxxx],Acinetobacter[gi|49081xxxx],Enterococcus faecium EnGen0372[gi|48708xxxx],,Enterobacter cloacae[gi|76861xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|79428xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82938xxxx]
374,Bradyrhizobium sp. Leaf396[gi|94525xxxx],Vibrio[gi|51561xxxx],Vibrio parahaemolyticus[gi|92110xxxx],Gallaecimonas xiamenensis 3-C-1[gi|40720xxxx],Pseudomonas umsongensis[gi|65559xxxx],Acinetobacter parvus DSM 16617 = CIP 108168[gi|47988xxxx],Enterococcus faecium EnGen0172[gi|48732xxxx],,Enterobacter cloacae[gi|76862xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|79429xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82938xxxx]
375,Pluralibacter gergoviae[gi|85207xxxx],Ferrimonas futtsuensis[gi|65464xxxx],Vibrio parahaemolyticus[gi|92657xxxx],Cupriavidus basilensis[gi|49314xxxx],Phaeobacter inhibens[gi|91801xxxx],Acinetobacter sp. CIP 102529[gi|47994xxxx],Dysgonomonas sp. BGC7[gi|91473xxxx],,Enterobacter cloacae[gi|76863xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|79429xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82940xxxx]
376,Pluralibacter gergoviae[gi|84672xxxx],Enterobacteriaceae bacterium LSJC7[gi|64827xxxx],Vibrio parahaemolyticus[gi|92657xxxx],Cupriavidus basilensis OR16[gi|37309xxxx],Aeromonas caviae[gi|75462xxxx],Acinetobacter sp. CIP 102082[gi|47995xxxx],Enterococcus faecium[gi|49841xxxx],,Enterobacter cloacae[gi|76863xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|79430xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82941xxxx]
377,Pluralibacter gergoviae[gi|85201xxxx],Rouxiella chamberiensis[gi|76991xxxx],Vibrio parahaemolyticus 10329[gi|32846xxxx],Methylomonas[gi|65160xxxx],Pseudomonas syringae pv. antirrhini[gi|94002xxxx],Acinetobacter sp. CIP 102159[gi|47993xxxx],Enterococcus faecium EnGen0166[gi|48665xxxx],,Enterobacter cloacae[gi|76863xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|79430xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82942xxxx]
378,Pluralibacter gergoviae[gi|84669xxxx],Yersinia intermedia[gi|91076xxxx],Vibrio parahaemolyticus[gi|75868xxxx],Pseudomonas aeruginosa[gi|73052xxxx],Sphingomonas sp. PAMC 26605[gi|49787xxxx],Acinetobacter sp. CIP 102159[gi|91632xxxx],Xenorhabdus sp. NBAII XenSa04[gi|83585xxxx],,Enterobacter cloacae[gi|76864xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|80215xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82944xxxx]
379,Pluralibacter gergoviae[gi|84671xxxx],Vibrio parahaemolyticus[gi|56833xxxx],Vibrio parahaemolyticus[gi|75868xxxx],Paenibacillus sp. Soil724D2[gi|94639xxxx],Pseudomonas brassicacearum[gi|74288xxxx],Pseudomonas syringae[gi|48952xxxx],Pseudomonas sp. URIL14HWK12:I6[gi|65359xxxx],,Enterobacter cloacae[gi|76865xxxx],Cronobacter sakazakii[gi|81622xxxx],Enterobacter kobei[gi|82944xxxx]
380,Pluralibacter gergoviae[gi|92451xxxx],Pseudoalteromonas[gi|51578xxxx],Vibrio parahaemolyticus[gi|75868xxxx],Acinetobacter[gi|49080xxxx],Pseudomonas aeruginosa[gi|73061xxxx],Pseudomonas syringae BRIP34876[gi|44035xxxx],Thiomicrospira aerophila AL3[gi|57073xxxx],,Enterobacter cloacae[gi|76865xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82282xxxx],Enterobacter cloacae[gi|82960xxxx]
381,Pluralibacter gergoviae[gi|92335xxxx],Pseudoalteromonas piscicida[gi|80093xxxx],Vibrio parahaemolyticus[gi|75868xxxx],Acinetobacter sp. NIPH 236[gi|47987xxxx],Methylomonas[gi|65160xxxx],Pseudomonas syringae BRIP34881[gi|44036xxxx],Acinetobacter schindleri[gi|49102xxxx],,Enterobacter cloacae[gi|76866xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82283xxxx],Enterobacter cloacae[gi|82960xxxx]
382,Acinetobacter rudis[gi|51496xxxx],Pseudoalteromonas piscicida[gi|79873xxxx],Vibrio parahaemolyticus[gi|75869xxxx],Acinetobacter pittii[gi|94275xxxx],Rhodanobacter denitrificans[gi|50526xxxx],Luteibacter sp. 9135[gi|91733xxxx],Acinetobacter schindleri CIP 107287[gi|48000xxxx],,Enterobacter cloacae[gi|76867xxxx],Enterobacter asburiae[gi|82285xxxx],Enterobacter sp. BWH63[gi|83863xxxx]
383,Acinetobacter rudis CIP 110305[gi|51409xxxx],Neptunomonas japonica[gi|65502xxxx],Vibrio parahaemolyticus[gi|75869xxxx],Acinetobacter pittii[gi|94300xxxx],Rhodanobacter denitrificans[gi|45993xxxx],Sphingomonadaceae[gi|49495xxxx],Acinetobacter baumannii[gi|64591xxxx],,Enterobacter cloacae[gi|76867xxxx],Enterobacter kobei[gi|82286xxxx],Enterobacter sp. BWH64[gi|83863xxxx]
384,Aggregatibacter aphrophilus[gi|91473xxxx],Pseudoalteromonas piscicida[gi|49805xxxx],Vibrio parahaemolyticus[gi|75870xxxx],Dechloromonas agitata[gi|65325xxxx],Acinetobacter baumannii[gi|44710xxxx],Sphingomonas sp. BHC-A[gi|66646xxxx],Acinetobacter baumannii[gi|82201xxxx],,Enterobacter hormaechei subsp. steigerwaltii[gi|77097xxxx],Enterobacter cloacae[gi|82889xxxx],Enterobacter sp. MGH85[gi|83865xxxx]
385,Blastochloris viridis[gi|89115xxxx],Photobacterium ganghwense[gi|83788xxxx],Vibrio parahaemolyticus[gi|75870xxxx],Agrobacterium sp. LC34[gi|82089xxxx],Acinetobacter baumannii 1062314[gi|58940xxxx],Bradyrhizobium sp. CCBAU 15544[gi|74249xxxx],Acinetobacter baumannii[gi|82129xxxx],,Enterobacter hormaechei subsp. oharae[gi|77097xxxx],Enterobacter cloacae[gi|82891xxxx],Enterobacter sp. MGH86[gi|83866xxxx]
386,Blastochloris viridis[gi|94065xxxx],Photobacterium ganghwense[gi|83644xxxx],Vibrio parahaemolyticus[gi|75871xxxx],Agrobacterium sp. LC34[gi|82072xxxx],Mesorhizobium sp. L103C119B0[gi|56400xxxx],Vibrio parahaemolyticus[gi|90962xxxx],Clostridium sartagoforme[gi|51083xxxx],,Enterobacter hormaechei subsp. steigerwaltii[gi|77098xxxx],Enterobacter cloacae[gi|82892xxxx],Enterobacter sp. MGH128[gi|83866xxxx]
387,Paraburkholderia symbiotica[gi|73748xxxx],Vibrio anguillarum[gi|53746xxxx],Vibrio parahaemolyticus[gi|75871xxxx],Pseudomonas syringae group[gi|92954xxxx],Mesorhizobium sp. L103C119B0[gi|56324xxxx],Burkholderia sp. Ch1-1[gi|49432xxxx],Clostridium sartagoforme AAU1[gi|50712xxxx],,Enterobacter hormaechei subsp. steigerwaltii[gi|77098xxxx],Enterobacter asburiae[gi|82892xxxx],Enterobacter sp. MGH127[gi|83867xxxx]
388,Klebsiella michiganensis[gi|92111xxxx],Vibrio anguillarum M3[gi|53737xxxx],Vibrio parahaemolyticus[gi|75872xxxx],Pseudomonas syringae[gi|48952xxxx],Mesorhizobium sp. LSHC414A00[gi|56351xxxx],Burkholderia sp. Ch1-1[gi|38518xxxx],Xenorhabdus bovienii[gi|74035xxxx],,Enterobacter hormaechei subsp. oharae[gi|77101xxxx],Enterobacter cloacae[gi|82898xxxx],Enterobacter sp. BIDMC87[gi|83867xxxx]
389,Enterobacter cloacae complex[gi|89585xxxx],Pseudoalteromonas haloplanktis TAC125[gi|7687xxxx],Vibrio parahaemolyticus[gi|75872xxxx],Pseudomonas syringae BRIP34876[gi|44035xxxx],Mesorhizobium sp. LSHC414A00[gi|56304xxxx],Neisseria bacilliformis[gi|49457xxxx],Xenorhabdus bovienii str. Intermedium[gi|66662xxxx],,Enterobacter hormaechei subsp. oharae[gi|77103xxxx],Enterobacter kobei[gi|82920xxxx],Enterobacter sp. BIDMC94[gi|83868xxxx]
390,Klebsiella variicola[gi|90628xxxx],Pseudoalteromonas flavipulchra[gi|49829xxxx],Vibrio parahaemolyticus[gi|75873xxxx],Pseudomonas syringae BRIP34881[gi|44036xxxx],Brevundimonas sp. DS20[gi|93898xxxx],Neisseria bacilliformis ATCC BAA-1200[gi|32746xxxx],Vibrio sp. J2-3[gi|85768xxxx],,Enterobacter hormaechei subsp. oharae[gi|77103xxxx],Enterobacter asburiae[gi|82926xxxx],Enterobacter sp. BIDMC99[gi|83868xxxx]
391,Stenotrophomonas maltophilia[gi|50380xxxx],Pseudoalteromonas sp. BSi20480[gi|49540xxxx],Vibrio parahaemolyticus[gi|75873xxxx],Pseudomonas syringae pv. cilantro[gi|92836xxxx],Brevundimonas sp. DS20[gi|93799xxxx],Ensifer sp. Root31[gi|94543xxxx],Vibrio sp. J2-12[gi|85796xxxx],,Enterobacter kobei[gi|77105xxxx],Enterobacter kobei[gi|82927xxxx],Enterobacter sp. BIDMC109[gi|83870xxxx]
392,Stenotrophomonas maltophilia JV3[gi|34377xxxx],Pseudoalteromonas sp. BSi20480[gi|35804xxxx],Vibrio parahaemolyticus[gi|77823xxxx],Pseudomonas syringae pv. coriandricola[gi|94005xxxx],Mesorhizobium sp. L103C131B0[gi|56400xxxx],Sphingobium lactosutens[gi|54481xxxx],Treponema sp. C6A8[gi|91693xxxx],,Enterobacter hormaechei subsp. oharae[gi|77106xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82927xxxx],Enterobacter sp. BIDMC100[gi|83871xxxx]
393,Pasteurella dagmatis[gi|49215xxxx],Tolumonas lignilytica[gi|64034xxxx],Vibrio parahaemolyticus[gi|82093xxxx],Cellvibrio mixtus[gi|74865xxxx],Mesorhizobium sp. L103C131B0[gi|56323xxxx],Sphingobium lactosutens DS20[gi|53026xxxx],Clostridium sp. DL-VIII[gi|49646xxxx],,Enterobacter hormaechei subsp. steigerwaltii[gi|77108xxxx],Enterobacter hormaechei[gi|82929xxxx],Serratia marcescens[gi|83872xxxx]
394,Pasteurella dagmatis ATCC 43325[gi|26063xxxx],Pseudoalteromonas sp. TB51[gi|65875xxxx],Vibrio parahaemolyticus[gi|82093xxxx],Novosphingobium nitrogenifigens[gi|49534xxxx],Methylobacterium aquaticum[gi|76086xxxx],Ralstonia sp. MD27[gi|89370xxxx],Clostridium sp. DL-VIII[gi|35717xxxx],,Enterobacter hormaechei subsp. steigerwaltii[gi|77112xxxx],Enterobacter asburiae[gi|82930xxxx],Serratia marcescens[gi|83983xxxx]
395,Pectobacterium carotovorum[gi|74646xxxx],Chromobacterium subtsugae[gi|82815xxxx],Vibrio parahaemolyticus[gi|82123xxxx],Novosphingobium nitrogenifigens DSM 19370[gi|32620xxxx],Methylobacterium populi[gi|50143xxxx],Ralstonia sp. MD27[gi|89166xxxx],Vibrio vulnificus[gi|50075xxxx],,Enterobacter hormaechei subsp. steigerwaltii[gi|77114xxxx],Enterobacter hormaechei subsp. oharae[gi|82931xxxx],Pluralibacter gergoviae[gi|84669xxxx]
396,Pectobacterium carotovorum subsp. brasiliense[gi|74111xxxx],Agarivorans gilvus[gi|94452xxxx],Vibrio parahaemolyticus[gi|82124xxxx],Bacteroides fragilis[gi|49229xxxx],Methylobacterium populi BJ001[gi|17934xxxx],Thauera aminoaromatica S2[gi|47930xxxx],Vibrio vulnificus[gi|15397xxxx],,Enterobacter hormaechei[gi|77115xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82932xxxx],Pluralibacter gergoviae[gi|84670xxxx]
397,Verrucomicrobiae bacterium DG1235[gi|49537xxxx],Pseudoalteromonas[gi|75478xxxx],Vibrio parahaemolyticus[gi|82124xxxx],Bacteroides fragilis CL05T00C42[gi|39270xxxx],Erythrobacter litoralis[gi|49973xxxx],Brevundimonas[gi|48926xxxx],Vibrio vulnificus[gi|15295xxxx],,Enterobacter hormaechei subsp. steigerwaltii[gi|77116xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82933xxxx],Pluralibacter gergoviae[gi|84671xxxx]
398,Verrucomicrobiae bacterium DG1235[gi|19825xxxx],Pseudoalteromonas[gi|63936xxxx],Vibrio parahaemolyticus[gi|91819xxxx],Bacteroides fragilis CL05T12C13[gi|39270xxxx],Erythrobacter litoralis HTCC2594[gi|8478xxxx],Brevundimonas diminuta 470-4[gi|42918xxxx],Photorhabdus asymbiotica[gi|73888xxxx],,Enterobacter cloacae complex sp. 35669[gi|77117xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82936xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91102xxxx]
399,Methylomonas methanica[gi|50358xxxx],Pseudoalteromonas sp. A2[gi|73908xxxx],Shewanella baltica[gi|49300xxxx],Rhodococcus fascians[gi|73928xxxx],Methylobacterium sp. GXF4[gi|49484xxxx],Methylobacterium sp. GXF4[gi|49484xxxx],Vibrio vulnificus[gi|91734xxxx],,Enterobacter hormaechei subsp. oharae[gi|77117xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82937xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91104xxxx]
400,Methylomonas methanica MC09[gi|33380xxxx],Pseudoalteromonas sp. P1-13-1a[gi|94064xxxx],Shewanella baltica OS185[gi|15136xxxx],Asticcacaulis sp. AC460[gi|55782xxxx],Methylobacterium sp. GXF4[gi|39272xxxx],Methylobacterium sp. GXF4[gi|39272xxxx],Acinetobacter calcoaceticus/baumannii complex[gi|49084xxxx],,Enterobacter hormaechei subsp. steigerwaltii[gi|77118xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82938xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91129xxxx]
401,Thiomonas sp. FB-6[gi|51774xxxx],Pseudoalteromonas sp. P1-13-1a[gi|94044xxxx],Shewanella baltica OS195[gi|16086xxxx],Asticcacaulis sp. AC460[gi|55735xxxx],Rhizobium sp. Root651[gi|94601xxxx],Pseudoalteromonas undina[gi|49807xxxx],Acinetobacter nosocomialis NIPH 2119[gi|47989xxxx],,Enterobacter hormaechei subsp. steigerwaltii[gi|77119xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82940xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91150xxxx]
402,Enterobacteriaceae[gi|76540xxxx],Methylomonas sp. 11b[gi|65160xxxx],Shewanella baltica OS678[gi|31526xxxx],Bacteroides fragilis[gi|69549xxxx],Roseobacter litoralis[gi|50372xxxx],Pseudoalteromonas undina DSM 6065[gi|54029xxxx],Pseudoalteromonas sp. 4mar[gi|63178xxxx],,Enterobacter asburiae[gi|77121xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82941xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91158xxxx]
403,Escherichia coli[gi|72993xxxx],Pseudoalteromonas[gi|50323xxxx],Shewanella baltica OS625[gi|35353xxxx],Bacteroides fragilis str. 20793-3[gi|59619xxxx],Roseobacter litoralis Och 149[gi|33875xxxx],Acidovorax sp. SD340[gi|94079xxxx],Gallaecimonas xiamenensis[gi|49575xxxx],,Enterobacter hormaechei subsp. steigerwaltii[gi|77122xxxx],Enterobacter hormaechei subsp. steigerwaltii[gi|82944xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91160xxxx]
404,Vibrio alginolyticus[gi|93665xxxx],Pseudoalteromonas sp. SM9913[gi|31501xxxx],Shewanella mangrovi[gi|73958xxxx],Cupriavidus sp. IDO[gi|74288xxxx],Citromicrobium sp. JLT1363[gi|49809xxxx],Salmonella enterica[gi|82508xxxx],Gallaecimonas xiamenensis 3-C-1[gi|40720xxxx],,Enterobacter hormaechei subsp. oharae[gi|77124xxxx],Enterobacter kobei[gi|82944xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91161xxxx]
405,Vibrio alginolyticus[gi|93666xxxx],Pseudoalteromonas lipolytica[gi|73909xxxx],Shewanella mangrovi[gi|68341xxxx],Rhodopirellula baltica[gi|49455xxxx],Pseudomonas aeruginosa[gi|75943xxxx],Escherichia coli[gi|92198xxxx],Clostridium sp. KLE 1755[gi|54297xxxx],,Enterobacter hormaechei subsp. oharae[gi|77124xxxx],Enterobacter sp. BWH63[gi|83863xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91176xxxx]
406,Thioalkalivibrio sp. ALJT[gi|74021xxxx],Pseudoalteromonas lipolytica SCSIO 04301[gi|58442xxxx],Aeromonas dhakensis[gi|49832xxxx],Rhodopirellula baltica SH28[gi|40849xxxx],Pseudomonas aeruginosa[gi|72580xxxx],Enterobacteriaceae[gi|50487xxxx],Thalassospira xiamenensis[gi|49415xxxx],,Enterobacter hormaechei[gi|77125xxxx],Enterobacter sp. BWH64[gi|83863xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91192xxxx]
407,Aeromonas sp. 159[gi|75253xxxx],Rheinheimera sp. A13L[gi|49617xxxx],Vibrio[gi|49087xxxx],Cellulomonas cellasea[gi|73661xxxx],Erythrobacter sp. SD-21[gi|49388xxxx],Citrobacter freundii[gi|41069xxxx],Dickeya zeae[gi|51868xxxx],,Enterobacter hormaechei[gi|77125xxxx],Enterobacter sp. MGH86[gi|83866xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91193xxxx]
408,Escherichia coli[gi|44662xxxx],Rheinheimera sp. A13L[gi|33587xxxx],Vibrio splendidus 12B01[gi|8437xxxx],Candidatus Moranbacteria bacterium GW2011_GWC2_37_8[gi|81836xxxx],Erythrobacter sp. SD-21[gi|14882xxxx],Citrobacter freundii[gi|39957xxxx],[Clostridium[gi|80847xxxx],,Enterobacter hormaechei[gi|77126xxxx],Enterobacter sp. MGH128[gi|83866xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91199xxxx]
409,Escherichia coli O157:H7 str. EC869[gi|18937xxxx],Microbulbifer sp. HZ11[gi|75959xxxx],Vibrio parahaemolyticus AQ3810[gi|14975xxxx],Parcubacteria group bacterium GW2011_GWC1_38_22[gi|81838xxxx],Bradyrhizobium sp. CCBAU 15544[gi|90867xxxx],Brevundimonas sp. DS20[gi|93898xxxx],Ruminococcus albus[gi|50324xxxx],,Enterobacter hormaechei subsp. oharae[gi|77127xxxx],Enterobacter sp. MGH127[gi|83867xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91233xxxx]
410,Escherichia coli FRIK1996[gi|39063xxxx],Rheinheimera baltica[gi|65373xxxx],Vibrio parahaemolyticus Peru-466[gi|30808xxxx],Paraburkholderia phenoliruptrix[gi|50481xxxx],Pseudomonas brassicacearum[gi|75773xxxx],Brevundimonas sp. DS20[gi|93799xxxx],Ruminococcus albus 7 = DSM 20455[gi|31545xxxx],,Enterobacter hormaechei[gi|77127xxxx],Enterobacter sp. BIDMC87[gi|83867xxxx],Enterobacter hormaechei subsp. oharae[gi|91806xxxx]
411,Escherichia coli PA41[gi|39075xxxx],Spongiibacter sp. IMCC21906[gi|82263xxxx],Vibrio parahaemolyticus AN-5034[gi|30809xxxx],Paraburkholderia phenoliruptrix BR3459a[gi|40723xxxx],Brevundimonas diminuta 470-4[gi|42918xxxx],Clostridium sporogenes[gi|92733xxxx],Thermoanaerobacter italicus Ab9[gi|28952xxxx],,Enterobacter hormaechei subsp. oharae[gi|77128xxxx],Enterobacter sp. BIDMC94[gi|83868xxxx],Enterobacter cloacae subsp. cloacae[gi|92333xxxx]
412,Escherichia coli FRIK920[gi|40806xxxx],Spongiibacter sp. IMCC21906[gi|82247xxxx],Vibrio parahaemolyticus K5030[gi|30811xxxx],Altererythrobacter atlanticus[gi|82138xxxx],Comamonas testosteroni[gi|91744xxxx],Clostridium sporogenes[gi|92674xxxx],Gramella portivictoriae[gi|91659xxxx],,Enterobacter hormaechei subsp. steigerwaltii[gi|77128xxxx],Enterobacter sp. BIDMC99[gi|83868xxxx],Enterobacter cloacae subsp. cloacae[gi|92334xxxx]
413,Escherichia coli 88.1467[gi|42720xxxx],Pseudoalteromonas[gi|94196xxxx],Vibrio parahaemolyticus BB22OP[gi|43251xxxx],Cupriavidus sp. UYPR2.512[gi|51712xxxx],Comamonas testosteroni[gi|69238xxxx],Mesorhizobium sp. LSHC414A00[gi|56351xxxx],Vibrio rhizosphaerae[gi|91707xxxx],,Enterobacter hormaechei subsp. steigerwaltii[gi|77129xxxx],Enterobacter sp. BIDMC109[gi|83870xxxx],Enterobacter cloacae subsp. cloacae[gi|93883xxxx]
414,Escherichia coli 90.0039[gi|42722xxxx],Pseudoalteromonas sp. P1-11[gi|93994xxxx],Vibrio parahaemolyticus VP250[gi|53238xxxx],Burkholderia cepacia[gi|75946xxxx],Comamonas testosteroni[gi|69238xxxx],Mesorhizobium sp. LSHC414A00[gi|56304xxxx],Escherichia coli[gi|92198xxxx],,Enterobacter hormaechei subsp. steigerwaltii[gi|77133xxxx],Enterobacter sp. BIDMC100[gi|83871xxxx],Enterobacter sp. E20[gi|94198xxxx]
415,Escherichia coli 95.0183[gi|42725xxxx],Pseudoalteromonas arctica[gi|49823xxxx],Vibrio parahaemolyticus NIHCB0603[gi|53239xxxx],Burkholderia cepacia[gi|66347xxxx],Burkholderia gladioli[gi|50346xxxx],Enhydrobacter aerosaccus SK60[gi|25744xxxx],Pseudomonas chlororaphis[gi|83658xxxx],,Enterobacter hormaechei subsp. oharae[gi|77134xxxx],Pluralibacter gergoviae[gi|84671xxxx],Enterobacteriaceae[gi|69574xxxx]
416,Escherichia coli O157:H7[gi|19595xxxx],Pseudoalteromonas sp. SCSIO_11900[gi|73911xxxx],Vibrio parahaemolyticus VP232[gi|53239xxxx],Cupriavidus pinatubonensis[gi|49961xxxx],Burkholderia gladioli BSR3[gi|32737xxxx],Snodgrassella alvi SCGC AB-598-O02[gi|66466xxxx],Pseudomonas chlororaphis[gi|82949xxxx],,Enterobacter hormaechei subsp. oharae[gi|77134xxxx],Klebsiella pneumoniae[gi|89379xxxx],Enterobacter cloacae UCI 23[gi|57823xxxx]
417,Agrobacterium tumefaciens[gi|48961xxxx],Pseudoalteromonas sp. SCSIO_11900[gi|58692xxxx],Vibrio parahaemolyticus VP-NY4[gi|53240xxxx],Ralstonia eutropha JMP134[gi|7212xxxx],Bradyrhizobium yuanmingense[gi|91632xxxx],Bordetella pseudohinzii[gi|92859xxxx],Vibrio parahaemolyticus[gi|90962xxxx],,Enterobacter hormaechei subsp. oharae[gi|77135xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91102xxxx],Enterobacter hormaechei subsp. oharae[gi|77097xxxx]
418,Agrobacterium tumefaciens 5A[gi|35800xxxx],Pseudoalteromonas spongiae[gi|49824xxxx],Vibrio parahaemolyticus 3259[gi|53241xxxx],Gloeocapsa sp. PCC 73106[gi|49357xxxx],Janthinobacterium sp. KBS0711[gi|81749xxxx],Mesorhizobium sp. L103C131B0[gi|56400xxxx],Pseudoalteromonas[gi|63929xxxx],,Enterobacter hormaechei subsp. oharae[gi|77136xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91104xxxx],Klebsiella pneumoniae[gi|89379xxxx]
419,Thioalkalivibrio[gi|74018xxxx],Pseudoalteromonas sp. BSi20495[gi|49540xxxx],Vibrio parahaemolyticus 949[gi|53261xxxx],Gloeocapsa sp. PCC 73106[gi|44278xxxx],Arenimonas malthae[gi|76012xxxx],Mesorhizobium sp. L103C131B0[gi|56323xxxx],Enterobacteriaceae[gi|50487xxxx],,Enterobacter hormaechei subsp. oharae[gi|77138xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91129xxxx],Photobacterium iliopiscarium[gi|76989xxxx]
420,Agrobacterium arsenijevicii[gi|76988xxxx],Pseudoalteromonas sp. BSi20495[gi|35805xxxx],Vibrio parahaemolyticus EKP-008[gi|56733xxxx],Arenimonas malthae[gi|76012xxxx],Arenimonas malthae CC-JY-1[gi|67559xxxx],Yersinia pseudotuberculosis[gi|68517xxxx],Citrobacter freundii[gi|41069xxxx],,Enterobacter hormaechei subsp. oharae[gi|77139xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91150xxxx],Photobacterium iliopiscarium[gi|76709xxxx]
421,Agrobacterium arsenijevicii[gi|76703xxxx],Hahella ganghwensis[gi|52107xxxx],Vibrio parahaemolyticus B-265[gi|57232xxxx],Arenimonas malthae CC-JY-1[gi|67559xxxx],Sphingobium lactosutens[gi|54481xxxx],Yersinia[gi|69412xxxx],Citrobacter freundii[gi|39957xxxx],,Enterobacter hormaechei subsp. oharae[gi|77139xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91158xxxx],Enterobacter hormaechei[gi|89587xxxx]
422,Brucella pinnipedialis[gi|16616xxxx],Pseudoalteromonas[gi|49807xxxx],Vibrio parahaemolyticus 605[gi|57351xxxx],Pseudomonas viridiflava[gi|65631xxxx],Sphingobium lactosutens DS20[gi|53026xxxx],Yersinia enterocolitica[gi|89305xxxx],Salmonella enterica[gi|82508xxxx],,Enterobacter hormaechei subsp. oharae[gi|77140xxxx],Salmonella enterica subsp. enterica serovar Saintpaul[gi|91160xxxx],Enterobacter cloacae complex sp. 42192[gi|77981xxxx]
